DG_E_20131106_78_1_008_SW10.mat runs from 2013-11-06 20:36:19 to 2013-11-06 20:38:53
DG_E_20131106_78_1_009_SW10.mat runs from 2013-11-06 20:42:23 to 2013-11-06 20:45:48
DG_E_20131106_78_2_001_SW10.mat runs from 2013-11-06 18:17:38 to 2013-11-06 18:30:11
DG_E_20131106_78_2_002_SW10.mat runs from 2013-11-06 18:38:10 to 2013-11-06 18:47:37
DG_E_20131106_78_2_003_SW10.mat runs from 2013-11-06 18:54:55 to 2013-11-06 19:05:05
DG_E_20131106_78_2_004_SW10.mat runs from 2013-11-06 19:50:44 to 2013-11-06 19:52:43
DG_E_20131106_78_2_005_SW10.mat runs from 2013-11-06 19:54:02 to 2013-11-06 19:59:53
DG_E_20131106_78_2_006_SW10.mat runs from 2013-11-06 20:02:21 to 2013-11-06 20:10:16
DG_E_20131106_78_2_007_SW10.mat runs from 2013-11-06 20:13:05 to 2013-11-06 20:16:55
DG_E_20131106_78_2_008_SW10.mat runs from 2013-11-06 20:23:07 to 2013-11-06 20:29:35
DG_E_20131106_78_2_009_SW10.mat runs from 2013-11-06 20:35:09 to 2013-11-06 20:39:54
DG_E_20131106_78_2_010_SW10.mat runs from 2013-11-06 20:41:58 to 2013-11-06 20:45:13
DG_E_20131106_78_3_001_SW10.mat runs from 2013-11-06 18:16:54 to 2013-11-06 18:34:09
DG_E_20131106_78_3_002_SW10.mat runs from 2013-11-06 18:37:23 to 2013-11-06 18:51:03
DG_E_20131106_78_3_003_SW10.mat runs from 2013-11-06 18:54:01 to 2013-11-06 19:05:46
DG_E_20131106_78_3_004_SW10.mat runs from 2013-11-06 19:50:05 to 2013-11-06 19:58:33
DG_E_20131106_78_3_005_SW10.mat runs from 2013-11-06 20:02:58 to 2013-11-06 20:09:33
DG_E_20131106_78_3_006_SW10.mat runs from 2013-11-06 20:13:27 to 2013-11-06 20:17:19
DG_E_20131106_78_3_007_SW10.mat runs from 2013-11-06 20:22:32 to 2013-11-06 20:30:23
DG_E_20131106_78_3_008_SW10.mat runs from 2013-11-06 20:35:44 to 2013-11-06 20:38:01
DG_F_20131010_78_1_001_NNE05.mat runs from 2013-10-10 14:18:31 to 2013-10-10 14:42:13
DG_F_20131010_78_1_002_NNE05.mat runs from 2013-10-10 14:57:09 to 2013-10-10 15:23:07
DG_F_20131010_78_1_003_NNE05.mat runs from 2013-10-10 15:34:44 to 2013-10-10 15:45:39
DG_F_20131010_78_1_004_NNE05.mat runs from 2013-10-10 15:59:05 to 2013-10-10 16:04:09
DG_F_20131010_78_1_005_NNE05.mat runs from 2013-10-10 16:13:40 to 2013-10-10 16:22:57
DG_F_20131010_78_1_006_NNE05.mat runs from 2013-10-10 16:55:31 to 2013-10-10 17:12:46
DG_F_20131010_78_1_007_NNE05.mat runs from 2013-10-10 17:19:43 to 2013-10-10 17:22:39
DG_F_20131010_78_1_008_NNE05.mat runs from 2013-10-10 17:43:50 to 2013-10-10 17:58:51
DG_F_20131010_78_1_009_NNE05.mat runs from 2013-10-10 18:04:04 to 2013-10-10 18:08:13
DG_F_20131010_78_1_010_NNE05.mat runs from 2013-10-10 18:26:21 to 2013-10-10 18:34:03
DG_F_20131010_78_2_001_NNE05.mat runs from 2013-10-10 14:17:24 to 2013-10-10 14:47:34
DG_F_20131010_78_2_002_NNE05.mat runs from 2013-10-10 14:56:06 to 2013-10-10 15:24:21
DG_F_20131010_78_2_003_NNE05.mat runs from 2013-10-10 15:35:41 to 2013-10-10 15:45:35
DG_F_20131010_78_2_004_NNE05.mat runs from 2013-10-10 15:57:53 to 2013-10-10 16:04:56
DG_F_20131010_78_2_005_NNE05.mat runs from 2013-10-10 16:11:58 to 2013-10-10 16:33:09
DG_F_20131010_78_2_006_NNE05.mat runs from 2013-10-10 16:54:08 to 2013-10-10 17:23:15
DG_F_20131010_78_2_007_NNE05.mat runs from 2013-10-10 17:32:24 to 2013-10-10 17:36:32
DG_F_20131010_78_2_008_NNE05.mat runs from 2013-10-10 17:42:50 to 2013-10-10 17:59:35
DG_F_20131010_78_2_009_NNE05.mat runs from 2013-10-10 18:03:51 to 2013-10-10 18:09:16
DG_F_20131010_78_2_010_NNE05.mat runs from 2013-10-10 18:25:44 to 2013-10-10 18:34:36
DG_F_20131010_H_001_NNE05.mat runs from 2013-10-10 14:16:23 to 2013-10-10 14:36:30
DG_F_20131010_H_002_NNE05.mat runs from 2013-10-10 14:55:14 to 2013-10-10 15:30:09
DG_F_20131010_H_003_NNE05.mat runs from 2013-10-10 15:33:24 to 2013-10-10 15:42:44
DG_F_20131010_H_004_NNE05.mat runs from 2013-10-10 15:57:03 to 2013-10-10 16:09:15
DG_F_20131010_H_005_NNE05.mat runs from 2013-10-10 16:12:56 to 2013-10-10 16:31:19
DG_F_20131010_H_006_NNE05.mat runs from 2013-10-10 16:55:07 to 2013-10-10 17:15:03
DG_F_20131010_H_007_NNE05.mat runs from 2013-10-10 17:19:04 to 2013-10-10 17:23:20
DG_F_20131010_H_008_NNE05.mat runs from 2013-10-10 17:31:56 to 2013-10-10 17:37:54
DG_F_20131010_H_009_NNE05.mat runs from 2013-10-10 17:41:58 to 2013-10-10 17:59:45
DG_F_20131010_H_010_NNE05.mat runs from 2013-10-10 18:03:05 to 2013-10-10 18:12:16
DG_F_20131010_H_011_NNE05.mat runs from 2013-10-10 18:16:48 to 2013-10-10 18:20:16
DG_F_20131010_H_012_NNE05.mat runs from 2013-10-10 18:25:13 to 2013-10-10 18:35:49
DG_F_20131105_78_1_001_ESE10.mat runs from 2013-11-05 11:36:58 to 2013-11-05 11:46:14
DG_F_20131105_78_1_002_ESE10.mat runs from 2013-11-05 11:53:41 to 2013-11-05 12:03:40
DG_F_20131105_78_1_003_ESE10.mat runs from 2013-11-05 12:13:21 to 2013-11-05 12:21:02
DG_F_20131105_78_1_004_ESE10.mat runs from 2013-11-05 12:30:35 to 2013-11-05 12:35:04
DG_F_20131105_78_1_005_ESE10.mat runs from 2013-11-05 12:43:12 to 2013-11-05 12:54:14
DG_F_20131105_78_1_006_ESE10.mat runs from 2013-11-05 13:02:38 to 2013-11-05 13:06:53
DG_F_20131105_78_1_007_ESE10.mat runs from 2013-11-05 13:15:06 to 2013-11-05 13:20:28
DG_F_20131105_78_1_008_ESE10.mat runs from 2013-11-05 13:30:44 to 2013-11-05 13:35:59
DG_F_20131105_78_1_009_ESE10.mat runs from 2013-11-05 13:43:41 to 2013-11-05 13:50:12
DG_F_20131105_78_1_010_ESE10.mat runs from 2013-11-05 13:57:41 to 2013-11-05 14:01:31
DG_F_20131105_78_1_011_ESE10.mat runs from 2013-11-05 14:08:23 to 2013-11-05 14:20:13
DG_F_20131105_78_1_012_ESE10.mat runs from 2013-11-05 14:26:41 to 2013-11-05 14:33:32
DG_F_20131105_78_1_013_ESE10.mat runs from 2013-11-05 14:46:59 to 2013-11-05 15:02:06
DG_F_20131105_78_1_014_ESE10.mat runs from 2013-11-05 15:10:26 to 2013-11-05 15:14:55
DG_F_20131105_78_2_001_ESE10.mat runs from 2013-11-05 11:37:50 to 2013-11-05 11:46:46
DG_F_20131105_78_2_002_ESE10.mat runs from 2013-11-05 11:53:06 to 2013-11-05 12:03:22
DG_F_20131105_78_2_003_ESE10.mat runs from 2013-11-05 12:11:26 to 2013-11-05 12:24:12
DG_F_20131105_78_2_004_ESE10.mat runs from 2013-11-05 12:29:34 to 2013-11-05 12:36:07
DG_F_20131105_78_2_005_ESE10.mat runs from 2013-11-05 12:41:17 to 2013-11-05 12:55:49
DG_F_20131105_78_2_006_ESE10.mat runs from 2013-11-05 13:01:56 to 2013-11-05 13:07:52
DG_F_20131105_78_2_007_ESE10.mat runs from 2013-11-05 13:13:13 to 2013-11-05 13:21:22
DG_F_20131105_78_2_008_ESE10.mat runs from 2013-11-05 13:29:48 to 2013-11-05 13:37:08
DG_F_20131105_78_2_009_ESE10.mat runs from 2013-11-05 13:42:14 to 2013-11-05 13:51:58
DG_F_20131105_78_2_010_ESE10.mat runs from 2013-11-05 13:56:40 to 2013-11-05 14:02:47
DG_F_20131105_78_2_011_ESE10.mat runs from 2013-11-05 14:07:36 to 2013-11-05 14:14:04
DG_F_20131105_78_2_012_ESE10.mat runs from 2013-11-05 14:25:12 to 2013-11-05 14:40:07
DG_F_20131105_78_2_013_ESE10.mat runs from 2013-11-05 14:45:39 to 2013-11-05 15:03:18
DG_F_20131105_78_2_014_ESE10.mat runs from 2013-11-05 15:08:33 to 2013-11-05 15:17:05
DG_F_20131105_78_3_001_ESE10.mat runs from 2013-11-05 11:38:49 to 2013-11-05 11:47:08
DG_F_20131105_78_3_002_ESE10.mat runs from 2013-11-05 11:54:35 to 2013-11-05 11:59:08
DG_F_20131105_78_3_003_ESE10.mat runs from 2013-11-05 12:12:08 to 2013-11-05 12:23:23
DG_F_20131105_78_3_004_ESE10.mat runs from 2013-11-05 12:28:37 to 2013-11-05 12:37:25
DG_F_20131105_78_3_005_ESE10.mat runs from 2013-11-05 12:41:58 to 2013-11-05 12:57:18
DG_F_20131105_78_3_006_ESE10.mat runs from 2013-11-05 13:01:02 to 2013-11-05 13:08:53
DG_F_20131105_78_3_007_ESE10.mat runs from 2013-11-05 13:14:06 to 2013-11-05 13:24:39
DG_F_20131105_78_3_008_ESE10.mat runs from 2013-11-05 13:29:00 to 2013-11-05 13:38:05
DG_F_20131105_78_3_009_ESE10.mat runs from 2013-11-05 13:43:00 to 2013-11-05 13:51:12
DG_F_20131105_78_3_010_ESE10.mat runs from 2013-11-05 13:55:59 to 2013-11-05 14:03:39
DG_F_20131105_78_3_011_ESE10.mat runs from 2013-11-05 14:06:48 to 2013-11-05 14:15:22
DG_F_20131105_78_3_012_ESE10.mat runs from 2013-11-05 14:25:54 to 2013-11-05 14:34:26
DG_F_20131105_78_3_013_ESE10.mat runs from 2013-11-05 14:44:58 to 2013-11-05 15:00:07
DG_F_20131105_78_3_014_ESE10.mat runs from 2013-11-05 15:09:20 to 2013-11-05 15:16:11
DG_F_20131106_78_1_001_SW10.mat runs from 2013-11-06 14:51:04 to 2013-11-06 15:08:59
DG_F_20131106_78_1_002_SW10.mat runs from 2013-11-06 15:16:17 to 2013-11-06 15:25:48
DG_F_20131106_78_1_003_SW10.mat runs from 2013-11-06 15:31:50 to 2013-11-06 15:54:08
DG_F_20131106_78_2_001_SW10.mat runs from 2013-11-06 14:49:53 to 2013-11-06 15:11:03
DG_F_20131106_78_2_002_SW10.mat runs from 2013-11-06 15:15:29 to 2013-11-06 15:24:15
DG_F_20131106_78_2_003_SW10.mat runs from 2013-11-06 15:30:37 to 2013-11-06 15:54:51
DG_F_20131106_78_3_001_SW10.mat runs from 2013-11-06 14:50:34 to 2013-11-06 15:08:28
DG_F_20131106_78_3_002_SW10.mat runs from 2013-11-06 15:14:46 to 2013-11-06 15:23:53
DG_F_20131106_78_3_003_SW10.mat runs from 2013-11-06 15:29:58 to 2013-11-06 15:55:43
