-65.7675139233 44.6837616898
-65.7688292535 44.6835044492
-65.7609291421 44.6745024109
-65.7600828633 44.6746246191
-65.7621137984 44.6747417143
-65.7673351374 44.6835526451
-65.7585121784 44.6721989382
-65.7680674223 44.6832232783
-65.7682036702 44.6831822069
-65.7631808147 44.6760709584
-65.7603267767 44.6745295683
-65.7624877151 44.6752223745
-65.7664609468 44.6838227939
-65.7653105725 44.6819940303
-65.7650827942 44.6738078445
-65.7643902814 44.673804366
-65.7678467268 44.6824977407
-65.7653709641 44.6826469386
-65.7619994693 44.6756864386
-65.7598838769 44.6748702088
-65.7616646122 44.6754809562
-65.7604095899 44.6759168571
-65.7673045853 44.6826401912
-65.7624686044 44.6751899784
-65.7664298499 44.6829543868
-65.7657031808 44.6835724683
-65.760120498 44.6726688277
-65.7638811227 44.6761050727
-65.7638164144 44.6749348752
-65.7659848547 44.683601805
-65.7652461156 44.6832431015
-65.7645571232 44.6741870418
-65.7627989352 44.6748513496
-65.7594493171 44.6752770664
-65.7688677683 44.6838208241
-65.7674091076 44.6815303015
-65.7667849911 44.6818326367
-65.7666486176 44.6825468587
-65.7667867932 44.6838900587
-65.7579788379 44.6725174086
-65.761471116 44.6745201387
-65.7674914179 44.6838183515
-65.7646834804 44.6735559683
-65.7648579916 44.6741728345
-65.7646810077 44.6742877923
-65.7672650646 44.6834317781
-65.7618832123 44.674835382
-65.7645559078 44.674722855
-65.7621522294 44.6766620921
-65.7626866596 44.6754432376
