-65.7658004947 44.6841584053
-65.7602667622 44.6806987748
-65.7602629904 44.678707947
-65.7610694552 44.6802164381
-65.7612811401 44.6784924064
-65.7639358984 44.6732647391
-65.7669608435 44.6844978724
-65.7625504117 44.6799561381
-65.7605411019 44.6813998371
-65.7603201969 44.6796726622
-65.7619521534 44.6804804681
-65.7596272649 44.6792775812
-65.7613523863 44.6781710442
-65.7644086378 44.6847936278
-65.7634561183 44.6797893802
-65.7601468591 44.6810086956
-65.7622966496 44.6737505542
-65.7609255379 44.6781774145
-65.7631549146 44.6811015671
-65.7633248577 44.6822052961
-65.7659353595 44.684517486
-65.7609067205 44.6798921842
-65.7642823644 44.6849625651
-65.7653509732 44.6847195318
-65.7610157272 44.6801524423
-65.7641967013 44.6846110281
-65.7650684612 44.6844609501
-65.7603359129 44.6811355138
-65.7656929549 44.6825996647
-65.7602927042 44.675187422
-65.7606725302 44.6811837517
-65.7653791364 44.6835720912
-65.7626358233 44.681271594
-65.7633385621 44.6849062387
-65.760188601 44.6796121029
-65.7603164669 44.6814437164
-65.7640481321 44.6838017134
-65.763327959 44.6800928051
-65.7610852132 44.6781383967
-65.7614565315 44.6790903714
-65.7646490308 44.6771343285
-65.7635172643 44.6822445234
-65.7661215635 44.683068255
-65.7609548746 44.679640769
-65.7617510715 44.6798417252
-65.7632213831 44.6833522338
-65.7644799678 44.6834391123
-65.7660925621 44.683550843
-65.764748482 44.6824733913
-65.7599056279 44.67952359
-65.7656135783 44.6835819818
-65.7641815301 44.6796115581
-65.7629160304 44.6824368043
-65.7645503338 44.6825095173
-65.7643202925 44.6771038184
-65.761060277 44.6787037142
-65.7645783294 44.6827262314
-65.7652691659 44.6850270219
-65.7604761841 44.6783867944
-65.7636792446 44.6804601839
-65.765625271 44.6842109598
-65.7648585364 44.684727788
-65.7608679542 44.677849682
-65.7598160254 44.6780741913
-65.7645038143 44.6827405645
-65.7611697027 44.6788198454
-65.7644686941 44.6852092026
-65.7636010414 44.6808587434
-65.7595807873 44.6803774545
-65.7653573016 44.6831092006
-65.7626933232 44.6788315801
-65.7615919411 44.6745221084
-65.763248289 44.6838329779
-65.7595988922 44.68097148
-65.7637720741 44.6769506391
-65.760601284 44.6787711466
-65.7639823342 44.6834748611
-65.7636895543 44.6794917807
-65.7620860962 44.6738464432
-65.7645486575 44.6841708105
-65.7649201015 44.6827326436
-65.7641072664 44.6835838258
-65.7618401293 44.6799964132
-65.763980574 44.6798563516
-65.7612993708 44.6811836259
-65.7665445982 44.6840513265
-65.7616354432 44.6808235394
-65.765156094 44.6840394242
-65.7632725965 44.68250826
-65.7613163441 44.6769498847
-65.7661376568 44.6845199587
-65.7635696512 44.6729913214
-65.7620298956 44.6821516939
-65.7660265127 44.6850168798
-65.7638721541 44.6801833715
-65.7597229024 44.6788114635
-65.7664725138 44.6840160806
-65.7606296148 44.6786499862
-65.762218656 44.6789485915
-65.759290983 44.6784810908
-65.7604781957 44.6781873051
-65.7651591115 44.6841138555
-65.7611716725 44.67805814
-65.7594371634 44.6789116273
-65.7644619467 44.6820009453
-65.7599303545 44.6776095824
-65.7653223909 44.6844377322
-65.7646316383 44.6817478538
-65.7605860289 44.6768116252
-65.7599531114 44.6793725062
-65.7603866234 44.6784219146
-65.758409081 44.6787915565
-65.7645861246 44.6735690022
-65.7605899684 44.678751952
-65.7649191376 44.6824201243
-65.7610909967 44.6761716669
-65.7636330603 44.6819176292
-65.7617874909 44.677777891
-65.7661342202 44.6842101635
-65.7627871586 44.6794033097
-65.7641819492 44.6737208404
-65.7620458212 44.6778664878
-65.7595681306 44.6805208689
-65.7634140411 44.6843976248
-65.7602411974 44.676875663
-65.7642241102 44.6821658593
-65.7593114348 44.6764818393
-65.763841141 44.6739678551
-65.7608778449 44.6800741972
-65.7672063913 44.6842745785
-65.7588749891 44.6763811726
-65.767199602 44.6834162297
-65.7685637567 44.6833042055
-65.7609070558 44.6745504811
-65.760277533 44.6748157684
-65.7621148881 44.6749478253
-65.7672408409 44.6835296368
-65.75871523 44.6723476751
-65.7680674223 44.6832232783
-65.7681185519 44.683089545
-65.7633138355 44.6761689009
-65.7601509243 44.6749663912
-65.7626034273 44.6754551399
-65.7662212243 44.6837328142
-65.7645446341 44.6810980048
-65.7650730293 44.6738536935
-65.7643926702 44.673783998
-65.7678467268 44.6824977407
-65.7651495561 44.6824080124
-65.7622651756 44.6760772867
-65.760167269 44.6752197761
-65.7615861995 44.6758485027
-65.7601580489 44.6761319367
-65.7670199778 44.6823483333
-65.762355281 44.6754428605
-65.7660149457 44.6825878043
-65.7656367961 44.6835099813
-65.7603371283 44.6728505893
-65.7639325457 44.676154526
-65.7638075296 44.6750191972
-65.7657652488 44.6833814029
-65.7648778567 44.6827963041
-65.7645458076 44.6743723657
-65.7630398311 44.6753080375
-65.7595048053 44.6753447084
-65.7686761161 44.6836684411
-65.7666009245 44.6808166662
-65.7667130744 44.6817376697
-65.7666277466 44.6825280832
-65.7665930875 44.6837314311
-65.7582469331 44.6727665607
-65.7615342736 44.6747241123
-65.7672092412 44.6835436346
-65.7647227915 44.673624197
-65.7649307884 44.674073928
-65.7646836061 44.6742836013
-65.7672012364 44.6833885694
-65.7618790632 44.6749114478
-65.7645801315 44.6749160159
-65.7622156804 44.6768343402
-65.762748518 44.6756772604
