,,alpha,beta,date,depth,diff,err_dir,err_mag,err_u,err_v,filename,lat,lon,mat_times,mean_diff,num,obs_speed,sdev_diff,sim_speed,start,stop,tide,u_diff,u_obs_speed,u_sim_speed,uobs,usim,vobs,vsim,wind_speed
GP_F_20120705_H_001_W10,0,0.174077822832,0.920634920635,2012_Jul_05_3D,-12.3269189481,0.230987664406,-72.5797108308,2.29357900594,-0.686648660363,2.18838257023,GP_F_20120705_H_001_W10,44.2566264421,-66.3366226433,735055.509722,0.479604552897,11,-2.31227827102,0.340801239527,2.54326593543,123,150,flood,4.85554420644,2.31227827102,2.54326593543,2.30144797304,1.61479931267,-0.223535299301,1.96484727093,W10
GP_F_20120705_H_001_W10,1,0.175427350417,0.920634920635,2012_Jul_05_3D,-18.7091717221,0.642101165521,87.7757541214,0.653536994767,0.0253642048056,0.653044608463,GP_F_20120705_H_001_W10,44.2572244909,-66.335774227,735055.510417,,11,1.86795263016,,2.51005379568,123,150,flood,0.642101165521,1.86795263016,2.51005379568,0.473626504882,0.498990709688,1.80691033602,2.45995494448,W10
GP_F_20120705_H_001_W10,2,0.176799370234,0.920634920635,2012_Jul_05_3D,-19.241474249,0.349694297244,-67.2219057534,0.375640753523,-0.145434240305,0.346344997733,GP_F_20120705_H_001_W10,44.2584055429,-66.3355213869,735055.511111,,11,2.22607900114,,2.57577329838,123,150,flood,0.349694297244,2.22607900114,2.57577329838,0.0133413237101,-0.132092916595,2.22603902221,2.57238401994,W10
GP_F_20120705_H_001_W10,3,0.178126405813,0.920634920635,2012_Jul_05_3D,-25.5828677251,0.183064733183,-47.561033791,0.216582706174,-0.146150973204,0.159837297416,GP_F_20120705_H_001_W10,44.2596493335,-66.3357288809,735055.511806,,11,2.47890729225,,2.66197202543,123,150,flood,0.183064733183,2.47890729225,2.66197202543,-0.380219682523,-0.526370655727,2.44957432151,2.60941161892,W10
GP_F_20120705_H_001_W10,4,0.179475933397,0.920634920635,2012_Jul_05_3D,-19.3522787048,0.195964966368,-62.623279455,0.204570869888,-0.0940696692774,0.181659401433,GP_F_20120705_H_001_W10,44.2611025879,-66.3360828487,735055.5125,,11,2.84779181838,,3.04375678475,123,150,flood,0.195964966368,2.84779181838,3.04375678475,-0.500276690189,-0.594346359467,2.80350521207,2.9851646135,W10
GP_F_20120705_H_001_W10,5,0.180847953214,0.920634920635,2012_Jul_05_3D,-19.1226469849,0.086363873012,-39.4714728027,0.109899439109,-0.0848359034718,0.0698624090528,GP_F_20120705_H_001_W10,44.2626013141,-66.3365294784,735055.513194,,11,2.52884734502,,2.61521121803,123,150,flood,0.086363873012,2.52884734502,2.61521121803,-0.506934122999,-0.59177002647,2.47751623392,2.54737864297,W10
GP_F_20120705_H_001_W10,6,0.182174988793,0.920634920635,2012_Jul_05_3D,-16.6583191048,1.00631072331,-72.2388083872,1.0066250922,-0.30707131168,0.958645547524,GP_F_20120705_H_001_W10,44.263737984,-66.3369276607,735055.513889,,11,1.62731298432,,2.63362370762,123,150,flood,1.00631072331,1.62731298432,2.63362370762,-0.446893809839,-0.753965121519,1.56474709511,2.52339264263,W10
GP_F_20120705_H_001_W10,7,0.183524516378,0.920634920635,2012_Jul_05_3D,-15.9059229658,0.858826950341,-61.7088249746,0.888429503964,-0.421073462677,0.782306923491,GP_F_20120705_H_001_W10,44.2646311177,-66.3372499868,735055.514583,,11,1.80754798301,,2.66637493336,123,150,flood,0.858826950341,1.80754798301,2.66637493336,-0.320157865305,-0.741231327983,1.7789684236,2.5612753471,W10
GP_F_20120705_H_001_W10,8,0.184874044189,0.920634920635,2012_Jul_05_3D,-13.7244169167,0.741625652127,-79.9077704101,0.746858275039,-0.13087437064,0.73530210261,GP_F_20120705_H_001_W10,44.2656407179,-66.3376285136,735055.515278,,11,2.30013588168,,3.04176153381,123,150,flood,0.741625652127,2.30013588168,3.04176153381,-0.707003143321,-0.837877513961,2.18878313899,2.9240852416,W10
GP_F_20120705_H_001_W10,9,0.186223571773,0.920634920635,2012_Jul_05_3D,-10.9869782789,0.551989148432,-83.7108241262,0.574063660323,-0.0628866839212,0.57060875483,GP_F_20120705_H_001_W10,44.2669243226,-66.3382951263,735055.515972,,11,2.77865698522,,3.33064613365,123,150,flood,0.551989148432,2.77865698522,3.33064613365,-1.12050881542,-1.18339549934,2.54271402955,3.11332278438,W10
