,,alpha,beta,date,depth,diff,err_dir,err_mag,err_u,err_v,filename,lat,lon,mat_times,mean_diff,num,obs_speed,sdev_diff,sim_speed,start,stop,tide,u_diff,u_obs_speed,u_sim_speed,uobs,usim,vobs,vsim,wind_speed
GP_E_20130802_78_1_006,0,0.735157657685,0.553846153846,2013_Aug_01_3D,-9.28703580008,0.278443262101,-36.1287142124,0.353968520076,0.285898427632,-0.208700269004,GP_E_20130802_78_1_006,44.2645497294,-66.3400720479,735448.6125,0.618345914527,18,-1.6913030003,0.396210947971,-1.9697462624,213,223,ebb,-0.278443262101,1.6913030003,1.9697462624,0.35684311475,0.642741542382,-1.65322981775,-1.86193008675,0
GP_E_20130802_78_1_006,1,0.736509008956,0.553846153846,2013_Aug_01_3D,-10.4516667547,0.396354078585,79.9143120093,0.495166613529,-0.0867139734525,-0.487514781275,GP_E_20130802_78_1_006,44.2637464078,-66.3396584848,735448.613194,,18,-1.42761704981,,-1.82397112839,213,223,ebb,-0.396354078585,1.42761704981,1.82397112839,0.763721401409,0.677007427957,-1.20615921915,-1.69367400042,0
GP_E_20130802_78_1_006,2,0.737815315426,0.553846153846,2013_Aug_01_3D,-11.3863710301,1.04210136263,-75.6729288106,1.07337356072,0.265613615557,-1.03999048461,GP_E_20130802_78_1_006,44.2631624406,-66.3394702692,735448.613889,,18,-0.763772483039,,-1.80587384567,213,223,ebb,-1.04210136263,0.763772483039,1.80587384567,0.446898185008,0.712511800565,-0.61937905848,-1.65936954309,0
GP_E_20130802_78_1_006,3,0.739211711724,0.553846153846,2013_Aug_01_3D,-13.0971842405,1.03939794146,-67.0132326309,1.03985464437,0.406082501656,-0.95728505852,GP_E_20130802_78_1_006,44.2627746938,-66.3392004557,735448.614583,,18,-0.676989078849,,-1.7163870203,213,223,ebb,-1.03939794146,0.676989078849,1.7163870203,0.293487310934,0.699569812589,-0.610065087676,-1.5673501462,0
GP_E_20130802_78_1_006,4,0.740518017968,0.553846153846,2013_Aug_01_3D,-14.5516462319,0.891351679223,-77.9715867656,0.95077808231,0.198139046181,-0.929903156345,GP_E_20130802_78_1_006,44.2624827521,-66.3389105676,735448.615278,,18,-0.730586498747,,-1.62193817797,213,223,ebb,-0.891351679223,0.730586498747,1.62193817797,0.496929846414,0.695068892596,-0.535553321242,-1.46545647759,0
GP_E_20130802_78_1_006,5,0.741869369465,0.553846153846,2013_Aug_01_3D,-16.1348741163,0.81373951244,-83.5449513389,0.922784410398,0.103742813113,-0.916934292521,GP_E_20130802_78_1_006,44.2622574046,-66.3385067275,735448.615972,,18,-0.788981638026,,-1.60272115047,213,223,ebb,-0.81373951244,0.788981638026,1.60272115047,0.583644674209,0.687387487322,-0.53089633584,-1.44783062836,0
GP_E_20130802_78_1_006,6,0.743265765763,0.553846153846,2013_Aug_01_3D,-18.0996948441,0.938916467774,-81.869111603,1.06708731979,0.150923428249,-1.05636048149,GP_E_20130802_78_1_006,44.261977491,-66.3380402327,735448.616667,,18,-0.680675522786,,-1.61959199056,213,223,ebb,-0.938916467774,0.680675522786,1.61959199056,0.546961041716,0.697884469965,-0.405157729983,-1.46151821147,0
GP_E_20130802_78_1_006,7,0.744572072233,0.553846153846,2013_Aug_01_3D,-18.3673697909,0.803607448626,-84.5180920974,0.929220755873,0.0887697920604,-0.924970884495,GP_E_20130802_78_1_006,44.2617245251,-66.337565314,735448.617361,,18,-0.958615921432,,-1.76222337006,213,223,ebb,-0.803607448626,0.958615921432,1.76222337006,0.707050242533,0.795820034593,-0.647320970893,-1.57229185539,0
GP_E_20130802_78_1_006,8,0.745923423504,0.553846153846,2013_Aug_01_3D,-19.805668334,0.619496970624,84.6393037771,0.747092576187,-0.0697973893845,-0.743825007531,GP_E_20130802_78_1_006,44.2612462956,-66.3369773654,735448.618056,,18,-1.45324824646,,-2.07274521708,213,223,ebb,-0.619496970624,1.45324824646,2.07274521708,0.857138634078,0.787341244694,-1.17356032133,-1.91738532886,0
GP_E_20130802_78_1_006,9,0.747319819802,0.553846153846,2013_Aug_01_3D,-22.2353659759,0.275286765427,70.1447320633,0.353395360536,-0.120029088489,-0.332387272266,GP_E_20130802_78_1_006,44.260368417,-66.3362315018,735448.61875,,18,-2.17200780219,,-2.44729456761,213,223,ebb,-0.275286765427,2.17200780219,2.44729456761,0.807123138844,0.687094050356,-2.01647467911,-2.34886195138,0
