,,alpha,beta,date,depth,diff,err_dir,err_mag,err_u,err_v,filename,lat,lon,mat_times,mean_diff,num,obs_speed,sdev_diff,sim_speed,start,stop,tide,u_diff,u_obs_speed,u_sim_speed,uobs,usim,vobs,vsim,wind_speed
DG_F_20131105_78_1_009_ESE10,0,0.289156626525,0.942528735632,2013_Nov_05_3D,-56.1982764899,-0.120076630418,-64.8382864396,0.122064250182,-0.0518986149622,0.11048174029,DG_F_20131105_78_1_009_ESE10,44.6852092026,-65.7644686941,735543.572222,-0.525767123668,67,-1.70276584511,0.223845359478,-1.58268921469,495,501,flood,0.120076630418,1.70276584511,1.58268921469,0.980064370534,0.928165755571,-1.39243863523,-1.28195689494,ESE10
DG_F_20131105_78_1_009_ESE10,1,0.290495314531,0.942528735632,2013_Nov_05_3D,-55.5931624371,-0.425830828203,-78.885122214,0.490421375281,-0.0945418480371,0.481222364715,DG_F_20131105_78_1_009_ESE10,44.6842968324,-65.7636591699,735543.572917,,67,-2.06613959789,,-1.64030876969,495,501,flood,0.425830828203,2.06613959789,1.64030876969,1.25158840125,1.15704655321,-1.64391584694,-1.16269348223,ESE10
DG_F_20131105_78_1_009_ESE10,2,0.291834002761,0.942528735632,2013_Nov_05_3D,-57.7758690798,-0.462701949198,-79.8995551713,0.544634391002,-0.0955149129292,0.536193548329,DG_F_20131105_78_1_009_ESE10,44.6833676146,-65.7626708178,735543.573611,,67,-2.19116435609,,-1.72846240689,495,501,flood,0.462701949198,2.19116435609,1.72846240689,1.34763134932,1.25211643639,-1.72774158418,-1.19154803585,ESE10
DG_F_20131105_78_1_009_ESE10,3,0.293172690767,0.942528735632,2013_Nov_05_3D,-50.5830525375,-0.597577258148,-82.7516666892,0.669787185354,-0.0845071244857,0.66443466163,DG_F_20131105_78_1_009_ESE10,44.6822985867,-65.7616140274,735543.574306,,67,-2.63476327322,,-2.03718601507,495,501,flood,0.597577258148,2.63476327322,2.03718601507,1.34103382762,1.25652670313,-2.26795189083,-1.6035172292,ESE10
DG_F_20131105_78_1_009_ESE10,4,0.294511378772,0.942528735632,2013_Nov_05_3D,-56.6680086187,-0.578927365492,-86.8280302995,0.629234110883,-0.0348174363069,0.628270095124,DG_F_20131105_78_1_009_ESE10,44.6810290217,-65.7606640225,735543.575,,67,-2.62816129867,,-2.04923393318,495,501,flood,0.578927365492,2.62816129867,2.04923393318,1.04304916669,1.00823173038,-2.41231843829,-1.78404834317,ESE10
DG_F_20131105_78_1_009_ESE10,5,0.295850067003,0.942528735632,2013_Nov_05_3D,-60.8516972527,-0.928971277846,-72.7392104549,0.939522598517,-0.27877647248,0.897210338502,DG_F_20131105_78_1_009_ESE10,44.6796651604,-65.7598243235,735543.575694,,67,-2.82544447105,,-1.8964731932,495,501,flood,0.928971277846,2.82544447105,1.8964731932,1.16228214524,0.883505672755,-2.57531292737,-1.67810258886,ESE10
DG_F_20131105_78_1_009_ESE10,6,0.297188755008,0.942528735632,2013_Nov_05_3D,-69.3172538433,-0.566284556373,-82.5418941639,0.614723643429,-0.0797918799468,0.609523103488,DG_F_20131105_78_1_009_ESE10,44.6784210345,-65.7590425014,735543.576389,,67,-2.51381695405,,-1.94753239768,495,501,flood,0.566284556373,2.51381695405,1.94753239768,1.15899568598,1.07920380603,-2.23069600761,-1.62117290412,ESE10
DG_E_20131105_78_3_007_S5,0,0.685408299795,0.923913043478,2013_Nov_05_3D,-67.0716774884,-0.420584530954,-84.3701000699,0.433427876651,0.0425202490812,-0.431337168206,DG_E_20131105_78_3_007_S5,44.6788198454,-65.7611697027,735543.777778,-0.284172568375,66,1.78545510751,0.0999536579456,1.36487057656,484,494,ebb,-0.420584530954,1.78545510751,1.36487057656,-0.546379919835,-0.503859670753,1.69979967177,1.26846250356,S5
DG_E_20131105_78_3_007_S5,1,0.686746988025,0.923913043478,2013_Nov_05_3D,-47.7105663369,-0.0576281615354,-22.4587682278,0.0827695003723,0.0764918214458,-0.0316194788663,DG_E_20131105_78_3_007_S5,44.6797058545,-65.7616558112,735543.778472,,66,1.82615142449,,1.76852326295,484,494,ebb,-0.0576281615354,1.82615142449,1.76852326295,-0.702004677289,-0.625512855843,1.68582871556,1.6542092367,S5
DG_E_20131105_78_3_007_S5,2,0.688085676031,0.923913043478,2013_Nov_05_3D,-43.1284306969,-0.263305637487,-88.1052098094,0.28329303282,0.00936688580084,-0.283138135712,DG_E_20131105_78_3_007_S5,44.6807517065,-65.7622673968,735543.779167,,66,2.10565669807,,1.84235106058,484,494,ebb,-0.263305637487,2.10565669807,1.84235106058,-0.791396647776,-0.782029761975,1.95127688348,1.66813874777,S5
