PP_F_20140812_78_Y_009_N02.mat -66.2094592396 44.3830678286
PP_F_20140812_78_Y_016_N02.mat -66.2100882176 44.3855846208
PP_F_20140812_78_K_013_N02.mat -66.2096708408 44.3887289241
PP_F_20140812_78_K_007_N02.mat -66.2103249645 44.3827651581
PP_F_20140812_78_Y_010_N02.mat -66.2119487906 44.3957392965
PP_F_20140812_78s_G_012_N02.mat -66.208675364 44.3833348341
PP_E_20140812_78_Y_005_N03.mat -66.2064222246 44.4002884068
PP_E_20140812_78_Y_003_N03.mat -66.2075624987 44.401638899
PP_F_20140812_78_Y_015_N02.mat -66.2054056255 44.3842203822
PP_F_20140812_78s_G_005_N02.mat -66.208264567 44.3836483592
PP_E_20140812_78s_G_001_N03.mat -66.2102929037 44.401141475
PP_F_20140812_78_K_006_N02.mat -66.2095638458 44.3865564186
PP_F_20140812_78_K_005_N02.mat -66.2100281613 44.38293288
PP_F_20140812_78s_G_008_N02.mat -66.2087072153 44.3833966507
PP_E_20140812_78_Y_006_N03.mat -66.2085423432 44.3959592376
PP_E_20140812_78_K_003_N03.mat -66.2068876298 44.4018804235
PP_E_20140812_78_Y_008_N03.mat -66.207835204 44.39603962
PP_F_20140812_78s_G_014_N02.mat -66.2082327157 44.3830482988
PP_E_20140812_78_K_004_N03.mat -66.2092083273 44.3916808208
PP_F_20140812_78s_G_007_N02.mat -66.2086074287 44.3834072119
PP_F_20140812_78_K_016_N02.mat -66.2094435655 44.3860047637
PP_E_20140812_78s_G_006_N03.mat -66.2096346309 44.3938444415
PP_F_20140812_78s_G_011_N02.mat -66.2085741945 44.3930055387
PP_E_20140812_78_K_006_N03.mat -66.2110751448 44.3935548048
PP_F_20140812_78_K_008_N02.mat -66.2103489786 44.3827227037
PP_F_20140812_78s_G_013_N02.mat -66.208293736 44.389764131
PP_E_20140812_78_K_007_N03.mat -66.2082359847 44.3961204635
PP_F_20140812_78_Y_005_N02.mat -66.2091581617 44.3831654359
PP_F_20140812_78_Y_011_N02.mat -66.2093792344 44.3929160619
PP_E_20140812_78_Y_001_N03.mat -66.2113185553 44.4010244217
PP_F_20140812_78_Y_013_N02.mat -66.2089436268 44.3892224506
PP_F_20140812_78_Y_007_N02.mat -66.2094412604 44.3830136396
PP_F_20140812_78s_G_009_N02.mat -66.2084539142 44.3836142868
PP_E_20140812_78_Y_004_N03.mat -66.2091385061 44.3918245705
PP_E_20140812_78_K_005_N03.mat -66.2072166195 44.4001472974
PP_E_20140812_78_K_002_N03.mat -66.210563262 44.3935711076
PP_F_20140812_78_K_012_N02.mat -66.2094815774 44.382930072
PP_E_20140812_78s_G_004_N03.mat -66.2089901045 44.3920967309
PP_E_20140812_78_Y_002_N03.mat -66.2094560545 44.3936308287
PP_F_20140812_78s_G_010_N02.mat -66.211097273 44.3945339788
PP_F_20140812_78_K_015_N02.mat -66.2049707724 44.3838859024
PP_F_20140812_78_K_014_N02.mat -66.2097710464 44.3822873477
PP_E_20140812_78s_G_007_N03.mat -66.2071979698 44.3959273864
PP_F_20140812_78_K_011_N02.mat -66.2089629471 44.3928230228
PP_F_20140812_78_Y_012_N02.mat -66.2102955021 44.3827419402
PP_E_20140812_78s_G_005_N03.mat -66.208135779 44.3996251887
PP_F_20140812_78s_G_016_N02.mat -66.2087649666 44.3862335896
PP_E_20140812_78s_G_002_N03.mat -66.2078082561 44.3936232012
PP_F_20140812_78_Y_006_N02.mat -66.2102242978 44.3861514889
PP_F_20140812_78_Y_014_N02.mat -66.2090130709 44.3827227456
PP_E_20140812_78s_G_003_N03.mat -66.2083260901 44.401195161
PP_F_20140812_78s_G_006_N02.mat -66.2087491248 44.3871892104
PP_E_20140812_78_Y_009_N03.mat -66.2096709665 44.3954540184
PP_F_20140812_78_Y_008_N02.mat -66.2094782665 44.3830464128
PP_F_20140812_78_K_009_N02.mat -66.2104273913 44.382599825
PP_E_20140812_78_Y_007_N03.mat -66.2104143156 44.3936934415
PP_F_20140812_78_K_010_N02.mat -66.2116949446 44.3952806806
PP_F_20140812_78s_G_015_N02.mat -66.206653188 44.3844145909
