DG_E_20131106_78_2_006_SW10.mat 665 681
DG_F_20131106_78_3_003_SW10.mat 120 171
DG_E_20131106_78_1_002_SW10.mat 498 519
DG_E_20131106_78_1_005_SW10.mat 667 678
DG_E_20131106_78_2_009_SW10.mat 730 740
DG_E_20131106_78_3_008_SW10.mat 731 736
DG_F_20131106_78_2_003_SW10.mat 121 170
DG_E_20131106_78_2_008_SW10.mat 706 719
DG_E_20131106_78_2_002_SW10.mat 496 515
DG_E_20131106_78_2_007_SW10.mat 686 694
DG_E_20131106_78_1_001_SW10.mat 457 477
DG_F_20131106_78_1_001_SW10.mat 42 78
DG_E_20131106_78_3_006_SW10.mat 687 695
DG_E_20131106_78_2_001_SW10.mat 455 480
DG_E_20131106_78_2_005_SW10.mat 648 660
DG_E_20131106_78_3_007_SW10.mat 705 721
DG_E_20131106_78_3_002_SW10.mat 495 522
DG_F_20131106_78_3_002_SW10.mat 90 108
DG_E_20131106_78_3_005_SW10.mat 666 679
DG_E_20131106_78_1_006_SW10.mat 687 696
DG_E_20131106_78_3_001_SW10.mat 454 488
DG_E_20131106_78_2_010_SW10.mat 744 750
DG_E_20131106_78_1_008_SW10.mat 733 738
DG_F_20131106_78_3_001_SW10.mat 41 77
DG_E_20131106_78_1_003_SW10.mat 532 547
DG_F_20131106_78_2_002_SW10.mat 91 108
DG_E_20131106_78_1_007_SW10.mat 708 722
DG_E_20131106_78_3_003_SW10.mat 528 551
DG_F_20131106_78_1_003_SW10.mat 124 168
DG_E_20131106_78_1_004_SW10.mat 643 658
DG_E_20131106_78_1_009_SW10.mat 745 752
DG_E_20131106_78_2_004_SW10.mat 642 645
DG_F_20131106_78_1_002_SW10.mat 93 112
DG_E_20131106_78_2_003_SW10.mat 530 550
DG_F_20131106_78_2_001_SW10.mat 40 82
DG_E_20131106_78_3_004_SW10.mat 640 657
