GP_F_20130801_78_2_011_SE15.mat -66.3395145675 44.2781593418
GP_E_20130802_78_1_002.mat -66.3383700605 44.2803986929
GP_F_20130801_78_2_004_SE15.mat -66.3391582109 44.2780041508
GP_F_20130801_78_2_009_SE15.mat -66.3401087606 44.2550977506
GP_F_20130801_78_1_004_SE15.mat -66.340005286 44.2772802478
GP_F_20130801_H_011_SE15.mat -66.3383103395 44.272730886
GP_E_20130802_H_005.mat -66.3387485035 44.2800976569
GP_F_20130801_78_1_001_SE15.mat -66.3329008268 44.2573964456
GP_F_20130801_H_008_SE15.mat -66.3393706502 44.2779678153
GP_F_20130801_78_1_005_SE15.mat -66.3392527588 44.2777696671
GP_E_20130802_78_2_003.mat -66.3349689776 44.2614184599
GP_F_20130801_78_2_010_SE15.mat -66.333306469 44.2565418687
GP_E_20130802_78_1_001.mat -66.3389185723 44.2871126393
GP_F_20130801_78_1_009_SE15.mat -66.3400917454 44.2554221302
GP_F_20130801_H_009_SE15.mat -66.3401082158 44.2551821563
GP_F_20130801_78_1_003_SE15.mat -66.340666241 44.2768321512
GP_F_20130801_H_003_SE15.mat -66.3388081407 44.2779704556
GP_F_20130801_78_2_008_SE15.mat -66.3391926605 44.2784597911
GP_E_20130802_H_004.mat -66.3380033523 44.2817883706
GP_F_20130801_H_012_SE15.mat -66.3394985581 44.2781194858
GP_E_20130802_78_1_004.mat -66.339025693 44.2812816426
GP_E_20130802_H_001.mat -66.3387744455 44.2870013276
GP_E_20130802_78_1_003.mat -66.3338867063 44.2608805932
GP_F_20130801_78_1_010_SE15.mat -66.3329602964 44.2568950821
GP_F_20130801_H_001_SE15.mat -66.3331738673 44.2573371436
GP_E_20130802_78_2_005.mat -66.3388866372 44.279946615
GP_E_20130802_78_2_006.mat -66.3405101281 44.2658316158
GP_F_20130801_78_1_006_SE15.mat -66.3337109378 44.2582014436
GP_E_20130802_78_1_007.mat -66.3388028182 44.2804319272
GP_E_20130802_H_003.mat -66.3351330953 44.261568035
GP_F_20130801_78_2_002_SE15.mat -66.340102097 44.2771641584
GP_F_20130801_78_1_008_SE15.mat -66.3394645695 44.2777388636
GP_F_20130801_78_1_011_SE15.mat -66.3385334238 44.2734364327
GP_E_20130802_H_006.mat -66.3388053328 44.2802140815
GP_F_20130801_78_2_006_SE15.mat -66.3339163782 44.258263302
GP_F_20130801_H_007_SE15.mat -66.3338040607 44.2588278232
GP_F_20130801_H_002_SE15.mat -66.3391982764 44.2740440788
GP_E_20130802_78_1_005.mat -66.3386919256 44.2802488245
GP_F_20130801_78_2_001_SE15.mat -66.3339117263 44.2575696576
GP_E_20130802_H_002.mat -66.338497214 44.279964217
GP_E_20130802_78_2_002.mat -66.3385211024 44.2793453392
GP_F_20130801_H_005_SE15.mat -66.3391066203 44.2781190248
GP_F_20130801_H_006_SE15.mat -66.3338638656 44.2576002097
GP_E_20130802_78_2_004.mat -66.3384815399 44.2816025438
GP_F_20130801_H_010_SE15.mat -66.3328577019 44.2569549289
GP_F_20130801_78_2_003_SE15.mat -66.3404458389 44.2768775392
GP_F_20130801_78_1_007_SE15.mat -66.333997515 44.2576933326
GP_F_20130801_78_2_007_SE15.mat -66.3393674232 44.2724902835
GP_F_20130801_78_2_005_SE15.mat -66.3338076649 44.2572538694
GP_E_20130802_78_1_006.mat -66.3403025502 44.2653100938
GP_F_20130801_78_1_012_SE15.mat -66.3394524576 44.2782180151
GP_F_20130801_H_004_SE15.mat -66.3397849677 44.2773571936
GP_E_20130802_78_2_007.mat -66.3388471585 44.2808881123
GP_E_20130802_78_2_001.mat -66.3387401216 44.2870054767
GP_F_20130801_78_1_002_SE15.mat -66.3390398165 44.2764549656
